Region,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Ireland,2012922.0,1972534.0,1966425.0,1960094.0,1943987.0,2010674.0,2268380.0,2277337.0,2239099.0,2229262.0,2445261.0,2338981.0,2299950.0,2512936.0,2843400.0,2619270.0,2935900.0,3080165.0,2974484.0,3195240.0,2847601.0,3073414.0,3206652.0,3456279.0,3476642.0,3542898.0,3476396.0,3371918.0,3300272.0,3618151.0,3650658.0,3680914.0,3668510.0,3604824.0,3659256.0,3743130.0,3652325.0,3753184.0,3989964.0,3851951.0,3802674.0,3687101.0,3750633.0,3823150.0,3732342.0,3689534.0,3629275.0
Peru,1660129.0,1730573.0,1725425.0,1856949.0,1896342.0,2030868.0,2048552.0,1948134.0,2111209.0,2260655.0,2319778.0,2198067.0,2203659.0,2294096.0,2304114.0,2286406.0,2310678.0,2238695.0,2273503.0,2153290.0,2390964.0,2475304.0,2267179.0,2475593.0,2545239.0,2639645.0,2842512.0,3031802.0,2935430.0,2678536.0,2774126.0,2605578.0,2816252.0,3188337.0,3431510.0,3760452.0,4013582.0,4044555.0,4634952.0,4906281.0,4976772.0,5256894.0,5401419.0,5470933.0,5949154.0,6362304.0,6507687.0
Portugal,2399998.0,2679394.0,2792918.0,2666164.0,2871155.0,2334148.0,2713483.0,2691067.0,2577498.0,2828030.0,2493118.0,2543336.0,2678655.0,2847999.0,2628919.0,2533233.0,2302812.0,2386960.0,2864529.0,2620116.0,2435200.0,2834665.0,2439346.0,2638749.0,2700706.0,2800426.0,3076304.0,2475951.0,3059172.0,3293476.0,3423428.0,3089280.0,2946165.0,3076634.0,3271102.0,3392053.0,3179040.0,3120527.0,3488330.0,3359401.0,3214774.0,3358433.0,3149852.0,3410575.0,3185973.0,3316219.0,3206550.0
"Venezuela, Bolivarian Republic of",1089290.0,1122562.0,1182825.0,1281145.0,1362755.0,1439629.0,1512431.0,1555104.0,1682642.0,1781736.0,1808922.0,1799921.0,1898420.0,1961726.0,2109753.0,2026986.0,2221425.0,2330572.0,2423559.0,2549366.0,2593510.0,2654874.0,2738848.0,2704256.0,2899400.0,2994459.0,2980908.0,3228921.0,3109006.0,3274044.0,3341162.0,3436882.0,3562972.0,3521740.0,3536137.0,3727020.0,3962642.0,3987003.0,4134546.0,4410846.0,4580726.0,4478663.0,4278560.0,4155160.0,4605470.0,4572113.0,4701715.0
Syrian Arab Republic,971692.0,1297812.0,1221667.0,1350058.0,1335931.0,1102336.0,1288522.0,1259152.0,1351922.0,1120053.0,1251702.0,1603471.0,1117914.0,1715248.0,1783131.0,2013272.0,1896393.0,2170540.0,2016148.0,2642802.0,2740118.0,2852136.0,2867524.0,2573440.0,2755329.0,2935203.0,2565375.0,3373371.0,2469294.0,2898623.0,2988796.0,3503754.0,3223409.0,3405437.0,3673732.0,4080348.0,3795052.0,4548737.0,3816322.0,4333646.0,4505278.0,4824666.0,4801438.0,5081870.0,5164386.0,5678098.0,5062238.0
Sweden,2604352.0,2615670.0,2614808.0,2669314.0,2627178.0,2453898.0,2605038.0,2638223.0,2380589.0,2502318.0,2497064.0,2509464.0,2462326.0,2813091.0,2613694.0,2728995.0,2752844.0,2821784.0,2802677.0,2822259.0,2915943.0,3009526.0,2955917.0,3214918.0,3027950.0,2958759.0,2673078.0,2735421.0,2933044.0,3047405.0,2592730.0,2495628.0,2815921.0,2664129.0,2684210.0,2831082.0,2886027.0,2847560.0,2758146.0,2804991.0,2760632.0,2760161.0,2718450.0,2820656.0,2705250.0,2557535.0,2665552.0
"Congo, Democratic Republic of",1765428.0,1782812.0,1793419.0,1805407.0,1801611.0,1824812.0,1889289.0,1991704.0,2036032.0,2115106.0,2117517.0,2161023.0,2227815.0,2278808.0,2334737.0,2367614.0,2383279.0,2308004.0,2429765.0,2533224.0,2573088.0,2705555.0,2779465.0,2851910.0,2950312.0,3012162.0,3084191.0,3171928.0,3271068.0,3406574.0,3466348.0,3537350.0,3551847.0,3612184.0,3047699.0,3026364.0,2926975.0,2961580.0,2886474.0,2827908.0,2771028.0,2715854.0,2730781.0,2744285.0,2751578.0,2909836.0,2734578.0
"Tanzania, United Republic of",1216270.0,1257883.0,1380618.0,1389382.0,1445203.0,1621216.0,1586663.0,1547744.0,1613630.0,1705945.0,1699246.0,1718861.0,1800173.0,1818420.0,2000897.0,2115428.0,2240249.0,2289952.0,2397653.0,2272288.0,2356570.0,2435346.0,2534817.0,2624536.0,2727846.0,2828548.0,2831753.0,2784201.0,2945035.0,2949380.0,3041356.0,2913864.0,2922159.0,2801732.0,3127755.0,3163922.0,2974608.0,3220360.0,3309206.0,3223898.0,3598870.0,4336190.0,3537116.0,4534062.0,4332960.0,4591352.0,4532620.0
Kenya,1083843.0,1128866.0,1129384.0,1168666.0,1207051.0,1216713.0,1256431.0,1341829.0,1397440.0,1427814.0,1456337.0,1533726.0,1598333.0,1607984.0,1662038.0,1814574.0,2001833.0,2020649.0,2098170.0,2022445.0,2018665.0,2264221.0,2324014.0,2159367.0,2462532.0,2696962.0,2727976.0,2962403.0,3128602.0,3069948.0,3163141.0,3289679.0,3198682.0,3278389.0,3339229.0,3200461.0,3285459.0,3474478.0,3721260.0,3458538.0,3831322.0,3995975.0,4129647.0,4169630.0,4253168.0,4731738.0,4944822.0
Côte d'Ivoire,852070.0,880386.0,965050.0,1081721.0,1043432.0,1154422.0,1089508.0,1243213.0,1255406.0,1330118.0,1386870.0,1396187.0,1512323.0,1570792.0,1808464.0,1822685.0,1839182.0,1866673.0,2045202.0,2108712.0,2280789.0,2169736.0,2169420.0,2306324.0,2479024.0,2555826.0,2655962.0,2776285.0,2847118.0,3018129.0,2974978.0,3087958.0,3029380.0,3118270.0,3403906.0,3523364.0,3710448.0,3908148.0,3976372.0,4256019.0,4039459.0,4095718.0,4107680.0,4139352.0,4361078.0,4444564.0,4406562.0
"Korea, Democratic People's Republic of",1275829.0,1332186.0,1403597.0,1463449.0,1387466.0,1464336.0,1435397.0,1442328.0,1589012.0,1618931.0,1717947.0,1737458.0,1865502.0,1979398.0,2105680.0,2203438.0,2316841.0,2386190.0,2469069.0,2447318.0,2611455.0,2451205.0,2554886.0,2710384.0,2795381.0,2954416.0,3002542.0,3043094.0,3144920.0,3186174.0,3724852.0,3556461.0,3389712.0,3069253.0,2356063.0,2162309.0,2206973.0,2652222.0,2692942.0,2699668.0,3023031.0,3072610.0,3139846.0,3177966.0,3240803.0,3200411.0,3104689.0
Cuba,2010763.0,1672841.0,1561901.0,1687453.0,1961872.0,1745494.0,2067270.0,2078349.0,2005021.0,2791002.0,2192919.0,2083551.0,2157039.0,2263672.0,2189997.0,2322198.0,2513052.0,2719251.0,2863533.0,2622507.0,2861262.0,2954145.0,2886066.0,3134992.0,2982024.0,3016098.0,3026044.0,3169035.0,3283918.0,3258071.0,3021596.0,2661464.0,1974349.0,1980923.0,1874837.0,2193916.0,2108418.0,2005224.0,2317963.0,2683866.0,2669736.0,2741977.0,2763554.0,2859509.0,2361670.0,2046146.0,2126098.0
Ecuador,1247169.0,1282414.0,1297838.0,1501948.0,1604826.0,1536902.0,1481087.0,1559687.0,1542603.0,1560398.0,1539303.0,1480906.0,1504829.0,1648438.0,1668456.0,1685339.0,1779160.0,1707621.0,1717286.0,1806868.0,1825130.0,1813269.0,1608237.0,1805229.0,2001462.0,2024714.0,2107804.0,2275313.0,2308252.0,2439503.0,2539871.0,2714329.0,2814978.0,3098967.0,3066864.0,3325892.0,3521628.0,2961255.0,3382710.0,3410471.0,3604158.0,4121826.0,4185755.0,4463674.0,4380714.0,4375548.0,4354628.0
Algeria,1639496.0,1738226.0,1742950.0,1551149.0,1793427.0,1209707.0,1345804.0,1729201.0,1601248.0,1658379.0,1712433.0,1563786.0,1482694.0,1587569.0,1755595.0,1650689.0,1382466.0,1394996.0,1554904.0,1706639.0,1724088.0,1584964.0,1661411.0,1807181.0,2226068.0,2233818.0,2241221.0,2125791.0,2367970.0,2281441.0,2678231.0,2809210.0,2671924.0,2468289.0,2803817.0,3276477.0,2650918.0,3033235.0,3107780.0,2941046.0,3215132.0,3269373.0,3863700.0,4211766.0,4221735.0,4404404.0,4225072.0
Switzerland,1836849.0,1912782.0,1868043.0,1882437.0,1779212.0,1890625.0,2058900.0,2024452.0,2022078.0,2003495.0,2032908.0,1950490.0,2085885.0,2061076.0,2137024.0,2144010.0,2117776.0,2190940.0,2344489.0,2282030.0,2269486.0,2483173.0,2316674.0,2449245.0,2401795.0,2420394.0,2289497.0,2429834.0,2439164.0,2396663.0,2365574.0,2458914.0,2393981.0,2270468.0,2305271.0,2370224.0,2245250.0,2353629.0,2211848.0,2295421.0,2217252.0,2269564.0,2179456.0,2278451.0,2246519.0,2227222.0,2296145.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6108074.0,6091261.0,5993312.0,6134386.0,5649640.0,5727801.0,5876270.0,5736388.0,5798140.0,5937952.0,6212672.0,6425712.0,7027284.0,7541384.0,7998895.0,8160758.0
Ethiopia PDR,2469614.0,2524160.0,2553252.0,2628910.0,2657660.0,2727466.0,2800284.0,2849288.0,2945647.0,3035503.0,2969313.0,2970146.0,2895546.0,2876038.0,2793980.0,2941859.0,2979626.0,2947960.0,3203640.0,3477360.0,3396467.0,3410168.0,3618042.0,3289223.0,3142950.0,3501867.0,3363625.0,3485064.0,3551737.0,3708370.0,3782282.0,3607598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1086368.0,1098307.0,1117025.0,1135049.0,1173866.0,1133332.0,1160956.0,1197674.0,1237509.0,1276119.0,1286884.0,1250357.0,1365631.0,1393298.0,1455207.0,1437131.0,1429596.0,1476803.0,1434325.0,1555919.0,1621357.0,1516145.0,1824744.0,1822613.0,1875489.0,1826116.0,2016051.0,2172869.0,2282710.0,2399236.0,2444682.0,2344019.0,2575190.0,2537637.0,2730890.0,2761260.0,2845413.0,2885852.0,3029450.0,3148865.0,3256462.0,3341389.0,3479916.0,3591379.0,3643084.0,3744654.0,3728903.0
Ghana,1114748.0,1129410.0,1152464.0,1303458.0,1173716.0,1192310.0,1311825.0,1274923.0,1377464.0,1425023.0,1483865.0,1450606.0,1467239.0,1646121.0,1569998.0,1405493.0,1233670.0,1216571.0,1267027.0,1283009.0,1270875.0,1184986.0,1188188.0,1530949.0,1507506.0,1606810.0,1641607.0,1691033.0,1833181.0,1521566.0,2255014.0,2218211.0,2411844.0,2283424.0,2616778.0,2830541.0,2778154.0,3052142.0,3251386.0,3293967.0,3413142.0,3771038.0,3893606.0,4039979.0,4209447.0,4240070.0,4119138.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8965428.0,7781123.0,6762428.0,5256792.0,4887954.0,4719228.0,3731509.0,5042382.0,4839250.0,5705068.0,5826595.0,5873927.0,5750783.0,6165674.0,6617195.0,7229472.0
Afghanistan,1365296.0,1393857.0,1399596.0,1489104.0,1550441.0,1575538.0,1717742.0,1790886.0,1829964.0,1658073.0,1553439.0,1657400.0,1814677.0,1892543.0,1956970.0,2084133.0,1887578.0,1990109.0,1953669.0,1928668.0,1916415.0,1884044.0,1841872.0,1775966.0,1656288.0,1500417.0,1562225.0,1532319.0,1509873.0,1618635.0,1661747.0,1613963.0,1735804.0,1857878.0,1942334.0,2078803.0,2251692.0,2373424.0,2345362.0,1935142.0,1863022.0,2216530.0,2289434.0,2226346.0,2524097.0,2278516.0,2486910.0
Finland,1653322.0,1616652.0,1751997.0,1738520.0,1815651.0,1721578.0,1738158.0,1742773.0,1792782.0,1807203.0,1821329.0,1795328.0,1722746.0,1757411.0,1837149.0,1975884.0,1797276.0,1833938.0,1864413.0,1932606.0,1800175.0,1935792.0,2055259.0,2002353.0,1952660.0,1966143.0,1719312.0,1797632.0,1922130.0,2009493.0,1805985.0,1695172.0,1749856.0,1779892.0,1756174.0,1771936.0,1831445.0,1654960.0,1695964.0,1820493.0,1808751.0,1863401.0,1826462.0,1818560.0,1888589.0,1824150.0,1842028.0
Uruguay,1344982.0,1358586.0,1394822.0,1595724.0,1430426.0,1355708.0,1239916.0,1487257.0,1557877.0,1696081.0,1451549.0,1373853.0,1398862.0,1531084.0,1543902.0,1707369.0,1471268.0,1410101.0,1358302.0,1503746.0,1738538.0,1752547.0,1846027.0,1528847.0,1587468.0,1611426.0,1562963.0,1723220.0,1854664.0,1732708.0,1718297.0,1840725.0,1810888.0,1990669.0,2013792.0,2213267.0,2351985.0,2348935.0,2393053.0,2235947.0,2004011.0,2028680.0,2136387.0,2606173.0,2575774.0,2853867.0,2770230.0
Iraq,963716.0,1075061.0,931830.0,1034032.0,1094452.0,1132138.0,1232337.0,1334807.0,1358028.0,1310900.0,1354346.0,1629998.0,1315187.0,1337090.0,1321343.0,1534028.0,1548066.0,1642626.0,1513252.0,1599112.0,1622007.0,1845709.0,1711135.0,1847960.0,2268753.0,2161964.0,2000690.0,2098165.0,2214741.0,2425556.0,1653705.0,1786860.0,2082752.0,2048697.0,2053771.0,2123105.0,2062697.0,2218823.0,2094785.0,2015747.0,2339148.0,2692754.0,2158536.0,2184853.0,2425138.0,2579814.0,2190650.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5735914.0,6015988.0,5073675.0,4938725.0,5109217.0,4669640.0,4658320.0,4323610.0,4555456.0,4607170.0,4628676.0,4745842.0,5401156.0,5357820.0,5639002.0,5831730.0
Madagascar,1051015.0,1091367.0,1113948.0,1162681.0,1127340.0,1204837.0,1264206.0,1286585.0,1325242.0,1349713.0,1327755.0,1365656.0,1371230.0,1497550.0,1488345.0,1534825.0,1441443.0,1556854.0,1507138.0,1557822.0,1554070.0,1557415.0,1621628.0,1666820.0,1684171.0,1740384.0,1706898.0,1734190.0,1809809.0,1817747.0,1823556.0,1830805.0,1897099.0,1845618.0,1881294.0,1914492.0,1940482.0,1904378.0,1941904.0,1897711.0,1877749.0,1811513.0,1868664.0,1948752.0,2216514.0,2253466.0,2283556.0
Sri Lanka,988452.0,1035794.0,1084900.0,1141463.0,1086266.0,1094427.0,1194613.0,1238498.0,1227940.0,1280619.0,1274837.0,1252755.0,1244187.0,1335268.0,1402033.0,1410185.0,1437017.0,1497183.0,1714768.0,1821944.0,1751114.0,1654083.0,1813727.0,1761136.0,1808100.0,1793090.0,1592079.0,1688096.0,1604029.0,1734136.0,1679482.0,1627516.0,1773688.0,1886682.0,1936859.0,1772644.0,1822330.0,1842421.0,1902382.0,1949958.0,1891968.0,1925662.0,1978073.0,1894951.0,2066071.0,2103379.0,2077490.0
Cameroon,772530.0,828783.0,893231.0,941625.0,883750.0,920796.0,1016987.0,1064335.0,1055817.0,1146724.0,1183780.0,1241277.0,1261278.0,1360183.0,1350505.0,1296126.0,1332374.0,1326766.0,1357682.0,1379200.0,1399611.0,1446335.0,1442284.0,1451639.0,1542437.0,1662948.0,1478029.0,1567741.0,1602935.0,1632858.0,1693288.0,1701592.0,1761788.0,1854365.0,1956325.0,2070316.0,1989058.0,2131736.0,2224249.0,2262375.0,2307384.0,2343629.0,2460911.0,2468188.0,2579030.0,2515294.0,2484636.0
Paraguay,597973.0,606811.0,621759.0,683336.0,742136.0,699606.0,726278.0,748368.0,759642.0,813034.0,795328.0,812017.0,819189.0,890400.0,881152.0,960704.0,1140341.0,1143826.0,1166075.0,1173599.0,1277413.0,1311104.0,1373651.0,1500616.0,1668499.0,1465605.0,1579934.0,1880177.0,2054876.0,2100413.0,2006498.0,1988917.0,2053422.0,1865077.0,2084068.0,2035150.0,2142118.0,2239737.0,2289352.0,2175952.0,2478070.0,2465525.0,2725212.0,2799564.0,2758972.0,2881122.0,3395515.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298674.0,3344923.0,3701851.0,4235374.0,4246216.0,4071827.0,4305070.0,4552412.0,4963440.0,5099374.0,5239578.0,5587543.0,6090913.0,6230050.0,6237402.0
Tunisia,611561.0,679353.0,853419.0,822729.0,800932.0,667363.0,727209.0,725666.0,624774.0,782621.0,1060250.0,918889.0,1078220.0,1092373.0,1297266.0,1101359.0,1158509.0,1085138.0,1063120.0,1277714.0,1181426.0,1064726.0,1340099.0,1251637.0,1500543.0,1358007.0,1559329.0,1154788.0,1413485.0,1734132.0,2177171.0,1841040.0,2011742.0,1482378.0,1478120.0,2506434.0,1747020.0,2180515.0,2413270.0,2068202.0,1875284.0,1857832.0,2684590.0,2340134.0,2511353.0,2489916.0,2536404.0
Israel,554208.0,595373.0,617105.0,714721.0,729016.0,738851.0,847126.0,872991.0,896828.0,924499.0,1026763.0,1114825.0,1120920.0,1182872.0,1198401.0,1261486.0,1301896.0,1339144.0,1328966.0,1341874.0,1367227.0,1471847.0,1538458.0,1506157.0,1526833.0,1431357.0,1528604.0,1445710.0,1453512.0,1613746.0,1430247.0,1519699.0,1528559.0,1561930.0,1691965.0,1716554.0,1694390.0,1717109.0,1682365.0,1844336.0,1879224.0,2005668.0,1970057.0,2095738.0,2071656.0,2051947.0,1782550.0
Guatemala,527820.0,575646.0,639153.0,682023.0,702678.0,709173.0,695671.0,788064.0,813371.0,839641.0,841774.0,928865.0,988026.0,1051166.0,1051809.0,1095459.0,1185612.0,1208909.0,1180371.0,1228742.0,1223181.0,1205076.0,1162476.0,1196909.0,1215959.0,1230690.0,1245533.0,1307457.0,1427053.0,1515683.0,1515005.0,1565850.0,1575306.0,1603113.0,1706104.0,1781951.0,1865776.0,1930873.0,1935826.0,1986044.0,1988619.0,2040129.0,2075686.0,2097301.0,2350726.0,2356004.0,2531094.0
Saudi Arabia,243481.0,239121.0,243407.0,248747.0,265296.0,268707.0,281022.0,248330.0,292564.0,320838.0,439200.0,277208.0,340207.0,481383.0,520416.0,455201.0,517631.0,511986.0,567249.0,567956.0,575277.0,781609.0,934599.0,1199203.0,1410355.0,1521265.0,1668564.0,1823755.0,1864679.0,2005293.0,2054599.0,2147535.0,2162212.0,2150371.0,1993534.0,1903141.0,2130391.0,2177741.0,2088115.0,2176676.0,2352570.0,2375348.0,2445848.0,2622814.0,2672701.0,2634822.0,2658350.0
Dominican Republic,802237.0,814668.0,812372.0,837344.0,760896.0,810898.0,800095.0,793627.0,916118.0,956164.0,1011733.0,1038843.0,1114844.0,1111370.0,1071415.0,1182461.0,1171470.0,1231351.0,1208966.0,1205314.0,1223876.0,1276209.0,1331086.0,1324098.0,1276066.0,1274610.0,1325342.0,1336812.0,1396724.0,1341472.0,1355658.0,1363218.0,1377743.0,1338317.0,1295977.0,1360940.0,1386144.0,1390708.0,1284091.0,1330299.0,1444687.0,1494725.0,1585025.0,1600685.0,1676370.0,1850447.0,1827094.0
Serbia and Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912954.0,3816350.0,4048194.0,4286974.0,4374972.0,4617149.0,4407685.0,4051548.0,3548585.0,4017601.0,3983220.0,3693490.0,4452510.0,4185668.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387888.0,3841187.0,3965197.0,4026016.0,3856796.0,3905517.0,3930328.0,3788144.0,3925164.0,3712145.0,3314970.0,4005496.0,3701839.0,3431564.0,3558457.0
Bolivia,448124.0,462283.0,486460.0,495097.0,518945.0,538610.0,551257.0,588953.0,596884.0,644436.0,673436.0,735552.0,808758.0,817476.0,871219.0,886678.0,877167.0,883286.0,898719.0,979998.0,990911.0,999979.0,824274.0,968512.0,1083467.0,1064883.0,1107813.0,1165411.0,1198285.0,1288230.0,1323348.0,1275233.0,1352354.0,1454061.0,1591008.0,1663238.0,1712611.0,1757276.0,1773127.0,1888689.0,1932451.0,2025438.0,2112413.0,2096147.0,2219444.0,2201694.0,2207065.0
Zimbabwe,640644.0,679806.0,625430.0,740738.0,687546.0,765126.0,781475.0,653991.0,936798.0,776955.0,988307.0,1117550.0,939421.0,1130246.0,1075245.0,1190166.0,1136339.0,1133310.0,1066642.0,1096754.0,1172656.0,1095289.0,966135.0,1135811.0,1392261.0,1338857.0,1188960.0,1462177.0,1373427.0,1362169.0,1385008.0,1045449.0,1377297.0,1438692.0,1182232.0,1549116.0,1622773.0,1600578.0,1584843.0,1809718.0,1689634.0,1362327.0,1320254.0,1365581.0,1182491.0,1173315.0,1206647.0
Norway,999521.0,965821.0,1018708.0,957678.0,1006512.0,1013848.0,987403.0,1060236.0,1034582.0,1033523.0,1028300.0,1035077.0,1055996.0,1127256.0,1033564.0,1057158.0,1116796.0,1146304.0,1117773.0,1174493.0,1188772.0,1232775.0,1189242.0,1233782.0,1207376.0,1173379.0,1218363.0,1215752.0,1205922.0,1258025.0,1178173.0,1156967.0,1207438.0,1213274.0,1193215.0,1214179.0,1206306.0,1184587.0,1218938.0,1147841.0,1138243.0,1130737.0,1121288.0,1168407.0,1138315.0,1130694.0,1136170.0
Mali,534831.0,557056.0,576724.0,578783.0,609335.0,611905.0,653322.0,639126.0,699047.0,706845.0,705056.0,624235.0,569418.0,652170.0,758847.0,787531.0,782736.0,824952.0,844744.0,831440.0,913913.0,971321.0,951680.0,863887.0,943980.0,1024012.0,990113.0,1182332.0,1166772.0,1183498.0,1292724.0,1175407.0,1172528.0,1305060.0,1324924.0,1389673.0,1443298.0,1540903.0,1616092.0,1348725.0,1638836.0,1582636.0,1910279.0,1773178.0,1899154.0,1880960.0,1958393.0
Somalia,595168.0,615978.0,647436.0,673720.0,695070.0,727840.0,762467.0,798809.0,818097.0,842210.0,833207.0,881488.0,841416.0,806959.0,897126.0,913054.0,971067.0,1014415.0,1032910.0,1069153.0,1112899.0,1157232.0,1107683.0,1105046.0,1183979.0,1173685.0,1242999.0,1288798.0,1296899.0,1195774.0,979131.0,853999.0,956515.0,1093958.0,1117158.0,1143757.0,1192947.0,1176071.0,1171760.0,1196605.0,1177304.0,1210016.0,1234736.0,1252112.0,1269557.0,1228941.0,1220506.0
Papua New Guinea,537197.0,557594.0,571129.0,589008.0,601574.0,625963.0,639917.0,656708.0,682932.0,703497.0,719114.0,740959.0,750008.0,789382.0,802476.0,823370.0,834749.0,857656.0,868720.0,901064.0,914110.0,928508.0,963226.0,999968.0,1033932.0,1027230.0,1063792.0,1077630.0,1090514.0,1094571.0,1105719.0,1159463.0,1205197.0,1204314.0,1212009.0,1280161.0,1292325.0,1334407.0,1390186.0,1434227.0,1408237.0,1456998.0,1481163.0,1507501.0,1540814.0,1533322.0,1565024.0
Cambodia,811253.0,732966.0,876596.0,929394.0,870300.0,850984.0,901419.0,1087408.0,943990.0,1187981.0,935978.0,749415.0,550111.0,452094.0,521429.0,518545.0,483168.0,447536.0,324623.0,564636.0,542229.0,673221.0,720067.0,562908.0,717577.0,795164.0,753050.0,934428.0,972629.0,943405.0,935534.0,943245.0,971512.0,951912.0,1212425.0,1218494.0,1247830.0,1264856.0,1415224.0,1442194.0,1458013.0,1393084.0,1655040.0,1575525.0,2026187.0,2192330.0,2326693.0
Niger,494311.0,570875.0,600033.0,597323.0,605173.0,643931.0,698204.0,642868.0,696482.0,664519.0,684002.0,679594.0,494316.0,590379.0,550227.0,656890.0,763353.0,794679.0,802630.0,867897.0,852485.0,850794.0,849235.0,655692.0,694840.0,768372.0,700408.0,892094.0,848449.0,903526.0,994825.0,1022055.0,926503.0,1131478.0,1014858.0,1229957.0,1075794.0,1513643.0,1407300.0,1361508.0,1609584.0,1722766.0,1906298.0,1627682.0,1887050.0,2037728.0,2123490.0
Costa Rica,311994.0,319927.0,345462.0,353067.0,373920.0,389402.0,410214.0,458926.0,497841.0,525396.0,570542.0,579536.0,615548.0,600071.0,670430.0,700510.0,726886.0,734520.0,758900.0,753206.0,775280.0,723402.0,772989.0,811309.0,831293.0,850672.0,880662.0,911984.0,1035120.0,1125117.0,1184969.0,1231128.0,1226538.0,1284541.0,1350636.0,1404500.0,1413742.0,1494328.0,1556663.0,1574203.0,1597402.0,1549935.0,1600067.0,1565046.0,1689915.0,1749592.0,1845292.0
Mozambique,706214.0,731013.0,737699.0,785883.0,762371.0,780861.0,819185.0,899647.0,898946.0,940667.0,969666.0,1009822.0,1053510.0,1016779.0,943732.0,885822.0,861938.0,849779.0,850130.0,883644.0,894423.0,860099.0,804208.0,783487.0,776168.0,793034.0,780012.0,782570.0,806235.0,850512.0,762106.0,665041.0,757073.0,748399.0,892102.0,1012251.0,1087894.0,1172509.0,1205708.0,1098801.0,1167237.0,1242746.0,1279950.0,1374198.0,1427956.0,1478060.0,1330522.0
Malawi,362231.0,392941.0,384297.0,402594.0,434167.0,437231.0,498981.0,471588.0,487804.0,479513.0,570675.0,602211.0,628308.0,624367.0,621808.0,660773.0,733629.0,744910.0,740621.0,728056.0,760498.0,804786.0,765881.0,795132.0,802757.0,818607.0,815282.0,853364.0,851419.0,868995.0,949275.0,790742.0,1017576.0,814097.0,998164.0,1158546.0,1145431.0,1260771.0,1355282.0,1550988.0,1647032.0,1327789.0,1508940.0,1574969.0,1361994.0,1844334.0,2089588.0
Rwanda,406878.0,550449.0,386719.0,390855.0,438876.0,473418.0,582133.0,576488.0,608741.0,636358.0,649994.0,639271.0,670940.0,648980.0,723149.0,765538.0,797629.0,814067.0,868635.0,878235.0,966263.0,1003284.0,1002712.0,910705.0,1083610.0,1000752.0,1001276.0,982194.0,1107061.0,1058942.0,1190052.0,1265785.0,891690.0,611713.0,745219.0,826428.0,871633.0,972107.0,1062548.0,1131423.0,1089458.0,1356551.0,1242177.0,1236948.0,1315746.0,1324407.0,1318902.0
Burkina Faso,324354.0,361609.0,362879.0,400482.0,407775.0,413900.0,423554.0,456293.0,448482.0,450548.0,428618.0,411267.0,373112.0,427863.0,485188.0,444558.0,444688.0,493102.0,524063.0,485704.0,538106.0,546423.0,556037.0,568758.0,719464.0,827150.0,761102.0,868184.0,834929.0,853596.0,997174.0,1035588.0,1066437.0,1045107.0,1049499.0,1165304.0,1145675.0,1323588.0,1332893.0,1167991.0,1504933.0,1557056.0,1690912.0,1599459.0,1839755.0,1900438.0,1650517.0
